Profile v. 1.1 Log
Time: 29.11.2011 - 22:39
System: Goma v.2.0.0 - 017 PHP 5.3.3
Profile-Time: 49.787282943726ms
URL: /?profile
Memory-Peak-Usage: 15528K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       12.6791ms (10.46%)  3258K (21.4825%)    init
1       0.0472ms (0.04%)    3K (0.0218%)        session
1       6.3701ms (5.26%)    1681K (11.0836%)    core_requires
1       5.8749ms (4.85%)    1564K (10.3101%)    preloads
91      44.625ms (36.81%)   512K (3.3786%)      Object::__construct
64      46.4814ms (38.35%)  707K (4.6611%)      classinfo::setSaveVars
1       0.0992ms (0.08%)    8K (0.0507%)        classinfo::setSaveVars sql
518     64.9717ms (53.6%)   2008K (13.2423%)    Object::method_exists
361     8.3196ms (6.86%)    345K (2.2721%)      Object::method_exists after
1       36.752ms (30.32%)   55K (0.3604%)       classinfo::setSaveVars mysqlidriver
38      37.2758ms (30.75%)  91K (0.5994%)       autoloader::load
1       36.6001ms (30.19%)  44K (0.2916%)       autoloader::updatecache
1       9.2549ms (7.64%)    1582K (10.4284%)    loadFramework
1       5.2581ms (4.34%)    1085K (7.1544%)     classinfo
14      3.1421ms (2.59%)    28K (0.1845%)       resources::Add
108     3.0496ms (2.52%)    -32K (-0.2133%)     Core::getCMSVar
1       0.0892ms (0.07%)    6K (0.038%)         classinfo::setSaveVars core
1       0.087ms (0.07%)     6K (0.0378%)        classinfo::setSaveVars object
1       0.1378ms (0.11%)    8K (0.0527%)        classinfo::setSaveVars dataobject
2       0.2623ms (0.22%)    15K (0.0966%)       classinfo::setSaveVars tpl
37      14.9274ms (12.31%)  4299K (28.3498%)    autoloader_require
1       0.0889ms (0.07%)    6K (0.038%)         classinfo::setSaveVars resources
2       0.2501ms (0.21%)    14K (0.0893%)       classinfo::setSaveVars autoloader
1       0.0169ms (0.01%)    1K (0.008%)         autoloader
1       1.606ms (1.32%)     206K (1.3556%)      Core::Init
1       0.8979ms (0.74%)    143K (0.943%)       i18n::Init
1       0.0839ms (0.07%)    6K (0.037%)         classinfo::setSaveVars i18n
2       0.6089ms (0.5%)     146K (0.9658%)      cacher
1       0.0892ms (0.07%)    7K (0.0436%)        classinfo::setSaveVars cacher
16      7.1781ms (5.92%)    1331K (8.7779%)     Object::instance
1       4.9319ms (4.07%)    1332K (8.7825%)     settings
1       0.0892ms (0.07%)    6K (0.0372%)        classinfo::setSaveVars controller
1       0.118ms (0.1%)      6K (0.0387%)        classinfo::setSaveVars dataset
1       0.0911ms (0.08%)    6K (0.0371%)        classinfo::setSaveVars dataobjectset
1       0.1168ms (0.1%)     9K (0.0608%)        classinfo::setSaveVars newsettings
19      1.96ms (1.62%)      483K (3.1838%)      DataObject::__construct
1       0.0861ms (0.07%)    6K (0.037%)         classinfo::setSaveVars member
181     32.2428ms (26.6%)   2281K (15.0434%)    ViewAccessableData::getOffset
9       17.3638ms (14.32%)  1470K (9.6931%)     DataObject::getRecords
9       0.1941ms (0.16%)    10K (0.0675%)       getwholedata::hash
11      9.6672ms (7.98%)    1089K (7.1782%)     DataObject::buildExtendedQuery
11      5.584ms (4.61%)     416K (2.7409%)      DataObject::buildQuery
