Profile v. 1.1 Log
Time: 29.11.2011 - 22:43
System: Goma v.2.0.0 - 017 PHP 5.3.3
Profile-Time: 44.81053352356ms
URL: /?profile
Memory-Peak-Usage: 15010K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       12.7161ms (15.36%)  3258K (22.2743%)    init
1       0.047ms (0.06%)     3K (0.0226%)        session
1       6.145ms (7.42%)     1681K (11.4927%)    core_requires
1       6.176ms (7.46%)     1564K (10.6898%)    preloads
91      3.8435ms (4.64%)    211K (1.4444%)      Object::__construct
57      3.057ms (3.69%)     205K (1.4008%)      classinfo::setSaveVars
1       7.957ms (9.61%)     1517K (10.3676%)    loadFramework
1       4.709ms (5.69%)     1090K (7.4535%)     classinfo
14      3.1331ms (3.79%)    28K (0.1919%)       resources::Add
108     2.7754ms (3.35%)    -56K (-0.3853%)     Core::getCMSVar
1       0.021ms (0.03%)     1K (0.0083%)        autoloader
1       1.6088ms (1.94%)    190K (1.2981%)      Core::Init
1       0.751ms (0.91%)     127K (0.8704%)      i18n::Init
2       0.5269ms (0.64%)    138K (0.9442%)      cacher
16      5.4786ms (6.62%)    1255K (8.5786%)     Object::instance
1       4.035ms (4.87%)     1298K (8.8749%)     settings
30      0.5562ms (0.67%)    35K (0.2388%)       autoloader::load
30      14.2088ms (17.17%)  4293K (29.3519%)    autoloader_require
19      1.7061ms (2.06%)    476K (3.2522%)      DataObject::__construct
454     24.2796ms (29.33%)  1772K (12.1153%)    Object::method_exists
313     7.5421ms (9.11%)    292K (1.9963%)      Object::method_exists after
181     31.6172ms (38.2%)   2225K (15.2085%)    ViewAccessableData::getOffset
9       16.9923ms (20.53%)  1423K (9.7268%)     DataObject::getRecords
9       0.283ms (0.34%)     18K (0.1247%)       getwholedata::hash
11      8.955ms (10.82%)    1050K (7.1787%)     DataObject::buildExtendedQuery
11      5.5165ms (6.66%)    408K (2.7865%)      DataObject::buildQuery
11      1.7223ms (2.08%)    89K (0.6092%)       SelectQuery::build
11      5.5385ms (6.69%)    19K (0.1291%)       sql::query
5       0.7617ms (0.92%)    10K (0.0712%)       classinfo::getChildren
1       44.7512ms (54.07%)  4081K (27.9029%)    render
25      0.6745ms (0.81%)    54K (0.3713%)       request::match
1       1.1001ms (1.33%)    210K (1.4329%)      livecounter
5       62.7694ms (75.83%)  4041K (27.624%)     tpl::parser
8       1.9352ms (2.34%)    36K (0.2453%)       tpl::buildFilesForTemplate
8       1.0331ms (1.25%)    12K (0.0811%)       tplcache
5       62.175ms (75.12%)   4025K (27.5136%)    tpl_run
2       0.0253ms (0.03%)    2K (0.0156%)        HTMLNode::html
34      1.6775ms (2.03%)    109K (0.7475%)      ViewAccessableData::makeObject
4       33.0822ms (39.97%)  2266K (15.4931%)    loops
1       42.5508ms (51.41%)  2427K (16.5943%)    serve
2       2.2151ms (2.68%)    81K (0.5504%)       DataObject::getAggregate
1       1.0929ms (1.32%)    38K (0.261%)        DataObject::getGroupedRecords
1       1.009ms (1.22%)     38K (0.2626%)       getBody
1       0.6711ms (0.81%)    30K (0.208%)        HTMLParser::parseHTML
2       0.036ms (0.04%)     4K (0.0242%)        HTMLParser::js
1       0.4039ms (0.49%)    13K (0.0911%)       Resources::get
1       0.3541ms (0.43%)    3K (0.0214%)        Resources::generateFiles
======================================================================
        82.7725ms (100%)    14627K              Whole Execution
