Profile v. 1.1 Log
Time: 29.11.2011 - 20:12
System: Goma v.2.0.0 - 017 PHP 5.3.3
Profile-Time: 47.358274459839ms
URL: /?profile
Memory-Peak-Usage: 15343K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       12.8789ms (11.09%)  3257K (21.7492%)    init
1       0.0601ms (0.05%)    4K (0.0293%)        session
1       6.474ms (5.58%)     1679K (11.2103%)    core_requires
1       5.9562ms (5.13%)    1564K (10.4421%)    preloads
91      41.6391ms (35.87%)  429K (2.8677%)      Object::__construct
64      42.4037ms (36.53%)  525K (3.509%)       classinfo::setSaveVars
518     62.2904ms (53.66%)  1986K (13.2651%)    Object::method_exists
361     8.2347ms (7.09%)    337K (2.2482%)      Object::method_exists after
38      35.5778ms (30.65%)  91K (0.6044%)       autoloader::load
1       34.8461ms (30.02%)  44K (0.2955%)       autoloader::updatecache
1       7.8051ms (6.72%)    1558K (10.4071%)    loadFramework
1       4.246ms (3.66%)     1085K (7.2458%)     classinfo
14      3.0596ms (2.64%)    28K (0.1885%)       resources::Add
108     2.934ms (2.53%)     -48K (-0.3217%)     Core::getCMSVar
37      13.6371ms (11.75%)  4299K (28.7126%)    autoloader_require
1       0.0131ms (0.01%)    1K (0.0081%)        autoloader
1       1.5671ms (1.35%)    199K (1.3274%)      Core::Init
1       0.8409ms (0.72%)    136K (0.9085%)      i18n::Init
2       0.5751ms (0.5%)     142K (0.9516%)      cacher
16      6.3102ms (5.44%)    1299K (8.678%)      Object::instance
1       4.415ms (3.8%)      1317K (8.7932%)     settings
19      1.7524ms (1.51%)    480K (3.205%)       DataObject::__construct
181     31.5123ms (27.14%)  2284K (15.2527%)    ViewAccessableData::getOffset
9       16.5238ms (14.23%)  1442K (9.6319%)     DataObject::getRecords
9       0.1802ms (0.16%)    10K (0.0685%)       getwholedata::hash
11      9.1429ms (7.88%)    1071K (7.1521%)     DataObject::buildExtendedQuery
11      5.3723ms (4.63%)    411K (2.7422%)      DataObject::buildQuery
11      1.7848ms (1.54%)    94K (0.625%)        SelectQuery::build
11      4.8802ms (4.2%)     19K (0.1263%)       sql::query
5       0.7322ms (0.63%)    10K (0.0695%)       classinfo::getChildren
1       45.042ms (38.8%)    4196K (28.0248%)    render
25      0.6723ms (0.58%)    54K (0.3631%)       request::match
1       0.8042ms (0.69%)    214K (1.4304%)      livecounter
5       62.5069ms (53.84%)  4146K (27.6904%)    tpl::parser
8       2.073ms (1.79%)     36K (0.2397%)       tpl::buildFilesForTemplate
8       1.1408ms (0.98%)    12K (0.0793%)       tplcache
5       61.8758ms (53.3%)   4130K (27.5841%)    tpl_run
2       0.0269ms (0.02%)    2K (0.0152%)        HTMLNode::html
34      2.2271ms (1.92%)    140K (0.9344%)      ViewAccessableData::makeObject
4       33.2012ms (28.6%)   2319K (15.4841%)    loops
1       42.599ms (36.69%)   2497K (16.674%)     serve
2       2.12ms (1.83%)      81K (0.5377%)       DataObject::getAggregate
1       1.0371ms (0.89%)    38K (0.2549%)       DataObject::getGroupedRecords
1       1.235ms (1.06%)     54K (0.3589%)       getBody
1       0.73ms (0.63%)      30K (0.2033%)       HTMLParser::parseHTML
2       0.0391ms (0.03%)    4K (0.0235%)        HTMLParser::js
1       0.448ms (0.39%)     13K (0.0891%)       Resources::get
1       0.392ms (0.34%)     3K (0.0208%)        Resources::generateFiles
======================================================================
        116.0929ms (100%)   14974K              Whole Execution
