Profile v. 1.1 Log
Time: 30.11.2011 - 16:49
System: Goma v.2.0.0 - 017 PHP 5.3.3
Profile-Time: 42.675256729126ms
URL: /?profile
Memory-Peak-Usage: 14791K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       12.8109ms (15.52%)  3272K (22.7079%)    init
1       0.0639ms (0.08%)    4K (0.0304%)        session
1       6.4571ms (7.82%)    1687K (11.7097%)    core_requires
1       5.9111ms (7.16%)    1570K (10.8974%)    preloads
91      3.5913ms (4.35%)    207K (1.4344%)      Object::__construct
57      2.6634ms (3.23%)    201K (1.3978%)      ClassInfo::setSaveVars
1       6.0549ms (7.33%)    1265K (8.7766%)     loadFramework
1       3.4041ms (4.12%)    839K (5.823%)       classinfo
14      3.2263ms (3.91%)    28K (0.1945%)       resources::Add
108     2.7585ms (3.34%)    -49K (-0.3411%)     Core::getCMSVar
1       0.0129ms (0.02%)    1K (0.0084%)        autoloader
1       1.369ms (1.66%)     190K (1.3174%)      Core::Init
1       0.6561ms (0.79%)    127K (0.8831%)      i18n::Init
2       0.4661ms (0.56%)    138K (0.9585%)      cacher
16      5.5408ms (6.71%)    1250K (8.6781%)     Object::instance
1       4.1909ms (5.08%)    1298K (9.0074%)     settings
30      0.5817ms (0.7%)     39K (0.2706%)       autoloader::load
30      13.8257ms (16.75%)  4293K (29.7957%)    autoloader_require
19      1.7159ms (2.08%)    476K (3.3016%)      DataObject::__construct
463     24.3249ms (29.47%)  1814K (12.5868%)    Object::method_exists
313     7.0488ms (8.54%)    292K (2.0257%)      Object::method_exists after
181     31.7631ms (38.48%)  2249K (15.6087%)    ViewAccessableData::getOffset
9       16.3343ms (19.79%)  1415K (9.8212%)     DataObject::getRecords
9       0.205ms (0.25%)     10K (0.0712%)       getwholedata::hash
11      8.466ms (10.26%)    1044K (7.2475%)     DataObject::buildExtendedQuery
11      4.9946ms (6.05%)    402K (2.7888%)      DataObject::buildQuery
11      1.7848ms (2.16%)    89K (0.6176%)       SelectQuery::build
11      5.6434ms (6.84%)    19K (0.1312%)       sql::query
1       43.968ms (53.26%)   4089K (28.3806%)    render
25      0.6623ms (0.8%)     54K (0.3763%)       request::match
1       0.7532ms (0.91%)    209K (1.4531%)      livecounter
5       62.7079ms (75.96%)  4040K (28.0365%)    tpl::parser
8       2.3582ms (2.86%)    36K (0.2509%)       tpl::buildFilesForTemplate
8       1.332ms (1.61%)     12K (0.0824%)       tplcache
5       62.0179ms (75.13%)  4023K (27.9189%)    tpl::parser Run
3       0.432ms (0.52%)     6K (0.0439%)        classinfo::getChildren
2       0.0272ms (0.03%)    2K (0.0158%)        HTMLNode::html
34      1.7977ms (2.18%)    113K (0.787%)       ViewAccessableData::makeObject
4       33.4387ms (40.51%)  2278K (15.8113%)    loops
1       43.5538ms (52.76%)  2432K (16.8825%)    serve
2       2.3701ms (2.87%)    81K (0.5588%)       DataObject::getAggregate
1       1.204ms (1.46%)     38K (0.2645%)       DataObject::getGroupedRecords
1       0.9699ms (1.17%)    38K (0.2664%)       getBody
1       0.7391ms (0.9%)     30K (0.2111%)       HTMLParser::parseHTML
2       0.041ms (0.05%)     4K (0.0245%)        HTMLParser::js
1       0.4721ms (0.57%)    13K (0.0924%)       Resources::get
1       0.4151ms (0.5%)     3K (0.0217%)        Resources::generateFiles
======================================================================
        82.5489ms (100%)    14408K              Whole Execution
