Profile v. 1.1 Log
Time: 30.11.2011 - 16:15
System: Goma v.2.0.0 - 017 PHP 5.3.3
Profile-Time: 44.495344161987ms
URL: /?profile
Memory-Peak-Usage: 15014K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       12.9371ms (15.47%)  3261K (22.2863%)    init
1       0.056ms (0.07%)     3K (0.0226%)        session
1       6.351ms (7.59%)     1681K (11.4897%)    core_requires
1       6.103ms (7.3%)      1566K (10.7047%)    preloads
91      3.629ms (4.34%)     207K (1.4134%)      Object::__construct
57      2.5618ms (3.06%)    196K (1.3397%)      classinfo::setSaveVars
1       6.9661ms (8.33%)    1516K (10.3604%)    loadFramework
1       4.1831ms (5%)       1090K (7.4516%)     classinfo
14      3.6855ms (4.41%)    28K (0.1918%)       resources::Add
108     2.9693ms (3.55%)    -56K (-0.3853%)     Core::getCMSVar
1       0.015ms (0.02%)     1K (0.0084%)        autoloader
1       1.5249ms (1.82%)    190K (1.2978%)      Core::Init
1       0.7241ms (0.87%)    127K (0.8702%)      i18n::Init
2       0.5229ms (0.63%)    138K (0.944%)       cacher
16      5.6741ms (6.78%)    1246K (8.5182%)     Object::instance
1       4.2429ms (5.07%)    1298K (8.8694%)     settings
30      0.5219ms (0.62%)    35K (0.2391%)       autoloader::load
30      13.9616ms (16.69%)  4294K (29.345%)     autoloader_require
19      1.75ms (2.09%)      476K (3.2512%)      DataObject::__construct
463     24.9791ms (29.86%)  1808K (12.3556%)    Object::method_exists
313     7.3466ms (8.78%)    292K (1.9951%)      Object::method_exists after
181     32.5861ms (38.96%)  2247K (15.3591%)    ViewAccessableData::getOffset
9       16.2933ms (19.48%)  1420K (9.7058%)     DataObject::getRecords
9       0.1817ms (0.22%)    10K (0.0699%)       getwholedata::hash
11      8.8205ms (10.55%)   1050K (7.1767%)     DataObject::buildExtendedQuery
11      5.389ms (6.44%)     408K (2.7858%)      DataObject::buildQuery
11      1.7991ms (2.15%)    89K (0.6091%)       SelectQuery::build
11      5.0678ms (6.06%)    19K (0.1292%)       sql::query
5       0.7491ms (0.9%)     10K (0.0711%)       classinfo::getChildren
1       43.4589ms (51.96%)  4082K (27.8967%)    render
25      0.6855ms (0.82%)    54K (0.3714%)       request::match
1       0.7429ms (0.89%)    210K (1.4327%)      livecounter
5       64.9984ms (77.71%)  4036K (27.5815%)    tpl::parser
8       2.399ms (2.87%)     36K (0.2452%)       tpl::buildFilesForTemplate
8       1.2126ms (1.45%)    12K (0.0811%)       tplcache
5       64.3561ms (76.94%)  4019K (27.471%)     tpl_run
2       0.025ms (0.03%)     2K (0.0156%)        HTMLNode::html
34      1.7536ms (2.1%)     109K (0.7471%)      ViewAccessableData::makeObject
4       34.466ms (41.21%)   2264K (15.4712%)    loops
1       45.3138ms (54.18%)  2421K (16.5487%)    serve
2       2.2559ms (2.7%)     81K (0.5502%)       DataObject::getAggregate
1       1.1239ms (1.34%)    38K (0.2609%)       DataObject::getGroupedRecords
1       1.0791ms (1.29%)    38K (0.2625%)       getBody
1       0.8669ms (1.04%)    30K (0.208%)        HTMLParser::parseHTML
2       0.047ms (0.06%)     4K (0.024%)         HTMLParser::js
1       0.556ms (0.66%)     13K (0.091%)        Resources::get
1       0.4981ms (0.6%)     3K (0.0214%)        Resources::generateFiles
======================================================================
        83.6406ms (100%)    14631K              Whole Execution
