Profile v. 1.1 Log
Time: 05.11.2011 - 19:46
System: Goma v.2.0.0 - 016 PHP 5.3.3
Profile-Time: 37.683248519897ms
URL: /?profile
Memory-Peak-Usage: 14511K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       14.889ms (18.14%)   3676K (26.0222%)    init
1       0.0529ms (0.06%)    4K (0.0308%)        session
1       6.9079ms (8.42%)    1623K (11.4913%)    core_requires
1       7.5231ms (9.17%)    2038K (14.4285%)    preloads
82      2.1553ms (2.63%)    113K (0.8025%)      Object::__construct
1       6.2521ms (7.62%)    1326K (9.3848%)     loadFramework
1       3.5541ms (4.33%)    887K (6.2757%)      classinfo
13      3.9585ms (4.82%)    27K (0.1922%)       resources::Add
109     2.9006ms (3.53%)    -49K (-0.3488%)     Core::getCMSVar
34      0.8471ms (1.03%)    60K (0.4228%)       classinfo::setSaveVars
1       0.0129ms (0.02%)    1K (0.0086%)        autoloader
1       1.1411ms (1.39%)    183K (1.2954%)      Core::Init
1       0.659ms (0.8%)      124K (0.8813%)      i18n::Init
2       0.4637ms (0.57%)    135K (0.9587%)      cacher
45      6.0549ms (7.38%)    1528K (10.8134%)    Object::instance
1       2.466ms (3%)        852K (6.0324%)      settings
28      0.4959ms (0.6%)     33K (0.2315%)       autoloader::load
28      12.4667ms (15.19%)  4103K (29.0467%)    autoloader_require
12      1.3921ms (1.7%)     402K (2.8475%)      DataObject::__construct
27      8.1038ms (9.88%)    577K (4.0834%)      DataObject::__cancall
344     19.8965ms (24.25%)  2061K (14.591%)     Object::method_exists
239     5.7094ms (6.96%)    223K (1.5786%)      Object::method_exists after
9       12.1346ms (14.79%)  896K (6.3428%)      DataObject::getWholeData
9       0.1967ms (0.24%)    10K (0.0723%)       getwholedata::hash
12      7.3409ms (8.95%)    860K (6.0866%)      DataObject::buildQuery
12      5.1553ms (6.28%)    735K (5.203%)       DataObject::buildSQL
12      0.1862ms (0.23%)    15K (0.1082%)       buildSQL::search
12      1.9171ms (2.34%)    58K (0.4129%)       SelectQuery::build
12      4.9086ms (5.98%)    21K (0.1457%)       sql::query
13      0.4506ms (0.55%)    61K (0.4329%)       DataObject::setENV
125     31.7664ms (38.71%)  2447K (17.3216%)    DataObject::getOffset
4       5.4109ms (6.59%)    230K (1.6313%)      DataObject::_count
1       40.9641ms (49.92%)  3864K (27.3543%)    render
25      0.6866ms (0.84%)    54K (0.3851%)       request::match
14      0.6907ms (0.84%)    45K (0.3212%)       DataObject::makeObject
1       0.741ms (0.9%)      220K (1.5539%)      livecounter
5       55.377ms (67.48%)   3349K (23.7084%)    tpl::parser
8       2.3227ms (2.83%)    36K (0.2541%)       tpl::buildFilesForTemplate
8       1.3363ms (1.63%)    12K (0.0842%)       tplcache
5       54.6641ms (66.61%)  3333K (23.5957%)    tpl_run
2       0.0272ms (0.03%)    2K (0.0161%)        HTMLNode::html
4       28.2791ms (34.46%)  2073K (14.678%)     loops
1       40.755ms (49.66%)   2406K (17.0303%)    serve
3       0.2677ms (0.33%)    20K (0.1404%)       Object::__call
1       0.1721ms (0.21%)    2K (0.0168%)        classinfo::getChildren
3       0.2272ms (0.28%)    12K (0.0877%)       ViewAccessableData::getOffset
1       0.0629ms (0.08%)    5K (0.0322%)        ViewAccessableData::makeObject
1       0.8831ms (1.08%)    36K (0.2524%)       getBody
1       0.7181ms (0.88%)    30K (0.2159%)       HTMLParser::parseHTML
2       0.0379ms (0.05%)    4K (0.0249%)        HTMLParser::js
1       0.4501ms (0.55%)    13K (0.0943%)       Resources::get
1       0.392ms (0.48%)     3K (0.0221%)        Resources::generateFiles
======================================================================
        82.0639ms (100%)    14126K              Whole Execution
