Profile v. 1.1 Log
Time: 13.12.2011 - 19:42
System: Goma v.2.0.0 - 017 PHP 5.3.3
Profile-Time: 45.899152755737ms
URL: /?profile
Memory-Peak-Usage: 15110K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       12.737ms (15.74%)   3316K (22.5247%)    init
1       0.0532ms (0.07%)    5K (0.0352%)        session
1       6.434ms (7.95%)     1702K (11.5609%)    core_requires
1       5.8889ms (7.28%)    1599K (10.8599%)    preloads
87      3.4711ms (4.29%)    203K (1.3768%)      Object::__construct
57      2.547ms (3.15%)     201K (1.3679%)      ClassInfo::setSaveVars
1       5.9571ms (7.36%)    1266K (8.6015%)     loadFramework
1       3.4189ms (4.22%)    842K (5.7167%)      classinfo
14      3.4969ms (4.32%)    29K (0.1938%)       resources::Add
106     2.6705ms (3.3%)     -50K (-0.3365%)     Core::getCMSVar
1       0.0141ms (0.02%)    1K (0.0082%)        autoloader
1       1.8349ms (2.27%)    196K (1.3323%)      Core::Init
1       0.684ms (0.85%)     129K (0.8747%)      i18n::Init
2       0.4959ms (0.61%)    140K (0.9479%)      cacher
15      5.2991ms (6.55%)    1226K (8.3276%)     Object::instance
1       4.2241ms (5.22%)    1320K (8.9672%)     settings
30      0.5119ms (0.63%)    35K (0.2375%)       autoloader::load
30      13.7055ms (16.93%)  4327K (29.3919%)    autoloader_require
17      1.595ms (1.97%)     457K (3.1046%)      DataObject::__construct
549     28.0955ms (34.71%)  2025K (13.7505%)    Object::method_exists
374     8.2691ms (10.22%)   351K (2.3827%)      Object::method_exists after
179     30.1666ms (37.27%)  2230K (15.146%)     ViewAccessableData::getOffset
8       14.5588ms (17.99%)  1369K (9.3008%)     DataObject::getRecords
8       0.1612ms (0.2%)     9K (0.062%)         getwholedata::hash
10      8.0693ms (9.97%)    1011K (6.8641%)     DataObject::buildExtendedQuery
10      4.7829ms (5.91%)    381K (2.5864%)      DataObject::buildQuery
10      1.5583ms (1.93%)    80K (0.5411%)       SelectQuery::build
10      4.7867ms (5.91%)    33K (0.2256%)       sql::query
4       0.742ms (0.92%)     9K (0.0613%)        classinfo::getChildren
1       42.5861ms (52.61%)  4111K (27.9188%)    render
26      0.6993ms (0.86%)    56K (0.3807%)       request::match
1       0.7348ms (0.91%)    210K (1.4292%)      livecounter
5       63.2482ms (78.14%)  4186K (28.429%)     tpl::parser
8       2.4257ms (3%)       36K (0.2438%)       tpl::buildFilesForTemplate
8       1.3082ms (1.62%)    12K (0.0806%)       tplcache
5       62.4769ms (77.18%)  4169K (28.319%)     tpl::parser Run
2       0.0253ms (0.03%)    2K (0.0155%)        HTMLNode::html
34      1.8935ms (2.34%)    113K (0.7696%)      ViewAccessableData::makeObject
4       35.6638ms (44.06%)  2462K (16.7236%)    loops
1       44.281ms (54.7%)    2557K (17.3689%)    serve
2       2.1107ms (2.61%)    80K (0.5437%)       DataObject::getAggregate
1       1.0219ms (1.26%)    38K (0.2589%)       DataObject::getGroupedRecords
1       0.968ms (1.2%)      38K (0.2592%)       getBody
1       0.7689ms (0.95%)    30K (0.2055%)       HTMLParser::parseHTML
2       0.042ms (0.05%)     4K (0.024%)         HTMLParser::js
1       0.438ms (0.54%)     13K (0.0893%)       Resources::get
1       0.3872ms (0.48%)    3K (0.0212%)        Resources::generateFiles
======================================================================
        80.9457ms (100%)    14723K              Whole Execution
