Profile v. 1.1 Log
Time: 25.11.2011 - 23:47
System: Goma v.2.0.0 - 017 PHP 5.3.3
Profile-Time: 46.044111251831ms
URL: /?profile
Memory-Peak-Usage: 14973K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       12.9871ms (15.24%)  3313K (22.6965%)    init
1       0.057ms (0.07%)     8K (0.053%)         session
1       6.495ms (7.62%)     1685K (11.5426%)    core_requires
1       6.0589ms (7.11%)    1610K (11.0318%)    preloads
80      2.0671ms (2.43%)    108K (0.743%)       Object::__construct
1       8.2309ms (9.66%)    1512K (10.3597%)    loadFramework
1       4.8711ms (5.71%)    1092K (7.4827%)     classinfo
14      3.3803ms (3.97%)    28K (0.1949%)       resources::Add
110     2.9948ms (3.51%)    -46K (-0.3135%)     Core::getCMSVar
36      1.5171ms (1.78%)    63K (0.4298%)       classinfo::setSaveVars
1       0.0131ms (0.02%)    1K (0.0083%)        autoloader
1       1.4219ms (1.67%)    187K (1.2806%)      Core::Init
1       0.6721ms (0.79%)    125K (0.8548%)      i18n::Init
2       0.4778ms (0.56%)    136K (0.9301%)      cacher
17      4.7145ms (5.53%)    1168K (8.0008%)     Object::instance
1       3.8362ms (4.5%)     1136K (7.7839%)     settings
30      0.5267ms (0.62%)    35K (0.2396%)       autoloader::load
30      14.1156ms (16.56%)  4105K (28.1213%)    autoloader_require
19      1.6849ms (1.98%)    466K (3.1924%)      DataObject::__construct
498     27.1022ms (31.8%)   1978K (13.5491%)    Object::method_exists
389     8.579ms (10.06%)    363K (2.4849%)      Object::method_exists after
142     23.5026ms (27.57%)  1610K (11.0297%)    DataObject::getOffset
10      14.9102ms (17.49%)  1315K (9.0048%)     DataObject::getRecords
10      0.2201ms (0.26%)    11K (0.0778%)       getwholedata::hash
14      6.4301ms (7.54%)    944K (6.4637%)      DataObject::buildExtendedQuery
14      2.9774ms (3.49%)    315K (2.1607%)      DataObject::buildQuery
14      1.9941ms (2.34%)    95K (0.6511%)       SelectQuery::build
18      8.6122ms (10.1%)    28K (0.1902%)       sql::query
19      3.5007ms (4.11%)    189K (1.2926%)      DataObject::__cancall
1       49.1319ms (57.64%)  4190K (28.6987%)    render
25      0.6764ms (0.79%)    58K (0.3997%)       request::match
1       10.566ms (12.4%)    499K (3.4181%)      livecounter
4       2.7382ms (3.21%)    100K (0.6863%)      DataObject::getAggregate
1       7.4201ms (8.71%)    203K (1.3884%)      DataObject::writeRecord
4       3.1252ms (3.67%)    14K (0.0943%)       MySQLi::writeManipulation
5       57.621ms (67.6%)    3807K (26.0765%)    tpl::parser
8       2.1992ms (2.58%)    36K (0.246%)        tpl::buildFilesForTemplate
8       1.2341ms (1.45%)    12K (0.0813%)       tplcache
5       56.9475ms (66.81%)  3791K (25.9675%)    tpl_run
2       0.0269ms (0.03%)    2K (0.0155%)        HTMLNode::html
15      0.7885ms (0.93%)    51K (0.3466%)       ViewAccessableData::makeObject
44      1.3049ms (1.53%)    81K (0.5545%)       ViewAccessableData::getOffset
4       29.7089ms (34.85%)  2082K (14.2641%)    loops
1       41.466ms (48.65%)   2354K (16.1246%)    serve
3       0.2651ms (0.31%)    21K (0.1442%)       Object::__call
1       1.03ms (1.21%)      26K (0.1784%)       DataObject::getGroupedRecords
1       0.977ms (1.15%)     36K (0.2473%)       getBody
1       0.788ms (0.92%)     30K (0.2085%)       HTMLParser::parseHTML
2       0.0389ms (0.05%)    4K (0.024%)         HTMLParser::js
1       0.52ms (0.61%)      13K (0.0912%)       Resources::get
1       0.4621ms (0.54%)    3K (0.0214%)        Resources::generateFiles
======================================================================
        85.237ms (100%)     14598K              Whole Execution
