Profile v. 1.1 Log
Time: 03.11.2011 - 20:30
System: Goma v.2.0.0 - 016 PHP 5.3.3
Profile-Time: 67.08550453186ms
URL: /?profile
Memory-Peak-Usage: 14469K
Times: 

calls   execution time     Memory             name
---------------------------------------------------------------------

1       40.2741ms (48.06%)  3678K (26.1125%)    init
1       0.0589ms (0.07%)    7K (0.051%)         session
1       6.3651ms (7.6%)     1623K (11.5228%)    core_requires
1       7.576ms (9.04%)     2038K (14.4658%)    preloads
82      2.3568ms (2.81%)    111K (0.7908%)      Object::__construct
1       9.243ms (11.03%)    1290K (9.1605%)     loadFramework
1       5.271ms (6.29%)     851K (6.0422%)      classinfo
13      3.2706ms (3.9%)     27K (0.1929%)       resources::Add
109     2.8353ms (3.38%)    -49K (-0.3499%)     Core::getCMSVar
34      1.1909ms (1.42%)    60K (0.4239%)       classinfo::setSaveVars
1       0.02ms (0.02%)      1K (0.0086%)        autoloader
1       1.6701ms (1.99%)    183K (1.2985%)      Core::Init
1       0.9382ms (1.12%)    124K (0.8832%)      i18n::Init
2       0.6351ms (0.76%)    135K (0.9613%)      cacher
45      7.7975ms (9.31%)    1528K (10.8471%)    Object::instance
1       3.6511ms (4.36%)    852K (6.0489%)      settings
28      0.5915ms (0.71%)    33K (0.2322%)       autoloader::load
28      14.9426ms (17.83%)  4047K (28.7281%)    autoloader_require
12      1.8313ms (2.19%)    402K (2.8552%)      DataObject::__construct
27      9.5813ms (11.43%)   527K (3.7433%)      DataObject::__cancall
344     21.5206ms (25.68%)  2047K (14.5276%)    Object::method_exists
239     6.1185ms (7.3%)     224K (1.5898%)      Object::method_exists after
9       14.0877ms (16.81%)  866K (6.1472%)      DataObject::getWholeData
9       0.3285ms (0.39%)    26K (0.1862%)       getwholedata::hash
12      9.31ms (11.11%)     813K (5.7704%)      DataObject::buildQuery
12      7.0617ms (8.43%)    686K (4.8703%)      DataObject::buildSQL
12      0.1907ms (0.23%)    11K (0.08%)         buildSQL::search
12      2.2962ms (2.74%)    94K (0.6644%)       SelectQuery::build
11      0.9623ms (1.15%)    42K (0.3011%)       extractToWhere
12      4.7383ms (5.65%)    21K (0.1462%)       sql::query
13      0.4742ms (0.57%)    61K (0.4342%)       DataObject::setENV
125     32.7806ms (39.12%)  2475K (17.5717%)    DataObject::getOffset
4       5.9166ms (7.06%)    253K (1.7979%)      DataObject::_count
4       0.7989ms (0.95%)    10K (0.0677%)       classinfo::getChildren
1       39.345ms (46.95%)   3881K (27.5507%)    render
25      0.9727ms (1.16%)    54K (0.3855%)       request::match
14      0.7126ms (0.85%)    45K (0.3221%)       DataObject::makeObject
1       0.7448ms (0.89%)    218K (1.5493%)      livecounter
5       47.384ms (56.55%)   3372K (23.9375%)    tpl::parser
8       2.0196ms (2.41%)    36K (0.2547%)       tpl::buildFilesForTemplate
8       1.0762ms (1.28%)    12K (0.0843%)       tplcache
5       46.7861ms (55.83%)  3356K (23.8246%)    tpl_run
2       0.0312ms (0.04%)    2K (0.0161%)        HTMLNode::html
4       26.8712ms (32.07%)  2084K (14.7959%)    loops
1       39.346ms (46.95%)   2423K (17.1986%)    serve
3       0.2608ms (0.31%)    20K (0.1407%)       Object::__call
3       0.2112ms (0.25%)    12K (0.0879%)       ViewAccessableData::getOffset
1       0.056ms (0.07%)     5K (0.0323%)        ViewAccessableData::makeObject
1       0.8461ms (1.01%)    36K (0.2532%)       getBody
1       0.669ms (0.8%)      30K (0.2165%)       HTMLParser::parseHTML
2       0.035ms (0.04%)     4K (0.025%)         HTMLParser::js
1       0.397ms (0.47%)     13K (0.0946%)       Resources::get
1       0.3421ms (0.41%)    3K (0.0222%)        Resources::generateFiles
======================================================================
        83.7975ms (100%)    14087K              Whole Execution
